Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
535.169,734.192,1306.59,1788.72,-14.0957,1311.53,1.33
540,739.062,1309.69,1788.72,-14.058,1306.57,1.34
544.84,743.923,1312.79,1788.72,-14.0202,1301.62,1.35
549.691,748.774,1315.89,1788.72,-13.9826,1296.67,1.36
554.551,753.615,1318.98,1788.72,-13.945,1291.72,1.37
559.421,758.447,1322.08,1788.72,-13.9075,1286.78,1.38
564.3,763.269,1325.18,1788.72,-13.87,1281.84,1.39
569.189,768.081,1328.27,1788.72,-13.8326,1276.9,1.4
574.088,772.884,1331.37,1788.72,-13.7952,1271.97,1.41
578.996,777.676,1334.47,1788.72,-13.758,1267.05,1.42
583.913,782.46,1337.56,1788.72,-13.7207,1262.12,1.43
588.84,787.233,1340.66,1788.72,-13.6836,1257.2,1.44
593.776,791.997,1343.76,1788.72,-13.6465,1252.28,1.45
598.721,796.752,1346.86,1788.72,-13.6094,1247.37,1.46
603.675,801.496,1349.95,1788.72,-13.5725,1242.46,1.47
608.639,806.231,1353.05,1788.72,-13.5355,1237.55,1.48
613.612,810.957,1356.15,1788.72,-13.4987,1232.65,1.49
618.594,815.673,1359.24,1788.72,-13.4619,1227.75,1.5
623.585,820.379,1362.34,1788.72,-13.4252,1222.86,1.51
628.585,825.076,1365.44,1788.72,-13.3885,1217.97,1.52
633.594,829.763,1368.53,1788.72,-13.352,1213.08,1.53
638.612,834.441,1371.63,1788.72,-13.3154,1208.2,1.54
643.639,839.109,1374.73,1788.72,-13.279,1203.32,1.55
648.675,843.767,1377.83,1788.72,-13.2426,1198.44,1.56
653.719,848.416,1380.92,1788.72,-13.2062,1193.57,1.57
658.772,853.055,1384.02,1788.72,-13.17,1188.7,1.58
663.834,857.685,1387.12,1788.72,-13.1338,1183.83,1.59
668.905,862.306,1390.21,1788.72,-13.0977,1178.97,1.6
673.984,866.917,1393.31,1788.72,-13.0616,1174.11,1.61
679.072,871.518,1396.41,1788.72,-13.0256,1169.25,1.62
684.169,876.11,1399.5,1788.72,-12.9897,1164.4,1.63
689.273,880.693,1402.6,1788.72,-12.9538,1159.55,1.64
